@relation smsspam
@attribute Message string
@attribute Classe {spam,ham}
@data
'It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke',ham
'Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.',ham
'He also knows about lunch menu only da. . I know',ham
'When i have stuff to sell i.ll tell you',ham
'Book which lesson? then you msg me... I will call up after work or sth... Im going to get specs. My membership is PX3748',ham
'Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime',ham
'Oh is it? Send me the address',ham
'Sfine. Anytime. All the best with it.',ham
'That is wondar full flim.',ham
'Ya even those cookies have jelly on them',ham
'The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.',ham
'Got it! It looks scrumptious... daddy wants to eat you all night long!',ham
'Of cos can lar im not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...',ham
'Alright omw, gotta change my order to a half8th',ham
'Exactly. Anyways how far. Is jide her to study or just visiting',ham
'Dunno y u ask me.',ham
'No he didnt. Spring is coming early yay!',ham
'Lol you wont feel bad when I use her money to take you out to a steak dinner =D',ham
'Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply',ham
'Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh',ham
'Then why no one talking to me',ham
'Thanks for looking out for me. I really appreciate.',ham
'Wish i were with you now!',ham
'Haha mayb ure rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.',ham
'Yes i will be there. Glad you made it.',ham
'Do well :)all will for little time. Thing of good times ahead:',ham
'Just got up. have to be out of the room very soon. …. i hadnt put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.',ham
'Ok. There may be a free gym about.',ham
'Men like shorter ladies. Gaze up into his eyes.',ham
'Dunno he jus say go lido. Same time 930.',ham
'I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!',ham
'Is there a reason weve not spoken this year? Anyways have a great week and all the best in your exam',ham
'By monday next week. Give me the full gist',ham
'Dont gimme that lip caveboy',ham
'When did you get to the library',ham
'Realy sorry-i dont recognise this number and am now confused :) who r u please?! ',ham
'So why didnt you holla?',ham
'Cant think of anyone with * spare room off * top of my head',ham
'Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!',ham
'U should have made an appointment',ham
'Call me when you/carlos is/are here, my phones vibrate is acting up and I might not hear texts',ham
'We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.',ham
'Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...',ham
'Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..',ham
'Im nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...',ham
'Sorry, Ill call later',ham
'I cant pick the phone right now. Pls send a message',ham
'Lol I know! Theyre so dramatic. Schools already closed for tomorrow. Apparently we cant drive in the inch of snow were supposed to get.',ham
'Not getting anywhere with this damn job hunting over here!',ham
'Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ',ham
'idc get over here, you are not weaseling your way out of this shit twice in a row',ham
'I wil be there with in  &lt;#&gt;  minutes. Got any space',ham
'Just sleeping..and surfing',ham
'Thanks for picking up the trash.',ham
'Why dont you go tell your friend youre not sure you want to live with him because he smokes too much then spend hours begging him to come smoke',ham
'"Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx"',ham
'Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola',ham
'That means get the door',ham
'Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..',ham
'Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?',ham
'Beerage?',ham
'Dont think so. It turns off like randomlly within 5min of opening',ham
'She was supposed to be but couldnt make it, shes still in town though',ham
'It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure',ham
'Gud mrng dear hav a nice day',ham
'This is hoping you enjoyed your game yesterday. Sorry ive not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola',ham
'All e best 4 ur driving tmr :-)',ham
'Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!',ham
'Omg I want to scream. I weighed myself and I lost more weight! Woohoo!',ham
'There generally isnt one. Its an uncountable noun - u in the dictionary. pieces of research?',ham
'its really getting me down just hanging around.',ham
'"Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"',ham
'Ok i msg u b4 i leave my house.',ham
'"Gimme a few" was  &lt;#&gt;  minutes ago',ham
'Appt is at &lt;TIME&gt; am. Not my fault u dont listen. I told u twice',ham
'K Ill be there before 4.',ham
'I dled 3d its very imp',ham
'sure, but make sure he knows we aint smokin yet',ham
'Boooo you always work. Just quit.',ham
'I am taking half day leave bec i am not well',ham
'Ugh I dont wanna get out of bed. Its so warm.',ham
'S:)s.nervous  &lt;#&gt; :)',ham
'So theres a ring that comes with the guys costumes. Its there so they can gift their future yowifes. Hint hint',ham
'I borrow ur bag ok.',ham
'Wheres my boytoy? I miss you ... What happened?',ham
'He has lots of used ones babe, but the model doesnt help. Youi have to bring it over and hell match it up',ham
'Also are you bringing galileo or dobby',ham
'Then why you not responding',ham
'"BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX."',ham
'Good afternoon starshine! Hows my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*',ham
'On the road so cant txt',ham
'Have a good evening! Ttyl',ham
'Hmm .. Bits and pieces lol ... *sighs* ...',ham
'Hahaha..use your brain dear',ham
'Hey. You got any mail?',ham
'Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around',ham
'Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola',ham
'Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx',ham
'Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. Weve given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago',ham
'Surely result will offer:)',ham
'Good Morning my Dear........... Have a great &amp; successful day.',ham
'Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end. Can you please help. Thanks',ham
'I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx',ham
'Pls send me a comprehensive mail about who im paying, when and how much.',ham
'Our Prashanthettans mother passed away last night. pray for her and family.',ham
'K.k:)when are you going?',ham
'Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit. Also I dont think doug realizes I dont live here anymore',ham
'My stomach has been thru so much trauma I swear I just cant eat. I better lose weight.',ham
'I am in office:)whats the matter..msg me now.i will call you at break:).',ham
'Yeah theres barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later',ham
'U reach orchard already? U wan 2 go buy tickets first?',ham
'I am real, baby! I want to bring out your inner tigress...',ham
'No da if you run that it activate the full version da.',ham
'"AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX."',ham
'Stop the story. Ive told him ive returned it and hes saying i should not re order it.',ham
'Going to take your babe out ?',ham
'Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.',ham
'Spoons it is then okay?',ham
'Did he just say somebody is named tampa',ham
'In work now. Going have in few min.',ham
'Your brother is a genius',ham
'Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? Ill text you',ham
'Did u find out what time the bus is at coz i need to sort some stuff out.',ham
'Dude ive been seeing a lotta corvettes lately',ham
'Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it dont matter',ham
'Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!',ham
'Its going good...no problem..but still need little experience to understand american customer voice...',ham
'Ill text you when I drop x off',ham
'Ugh its been a long day. Im exhausted. Just want to cuddle up and take a nap',ham
'Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;',ham
